dataset,n_train,effective_mc_regime,feature_index,feature_class,unique_count,min_train,max_train,range_strategy,range_l,range_u,q1,q3,medcouple,mc_n_used,mc_source,mc_export_n,param_strategy
18_Ionosphere,156,FULL_DATA_ONLY,11,continuous,152,0.24063,1.0,adjusted_boxplot_range,,,0.47622,0.75550875,0.4374542512617019,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,12,continuous,138,0.0,1.0,adjusted_boxplot_range,,,0.5237,0.95316875,-0.6066264548466574,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,13,continuous,152,0.082405,1.0,adjusted_boxplot_range,,,0.4708075,0.697095,0.4410911201392857,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,14,continuous,142,0.0,1.0,adjusted_boxplot_range,,,0.478225,0.93539625,-0.49514391424995907,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,15,continuous,153,0.11111,1.0,adjusted_boxplot_range,,,0.420655,0.63073625,0.14345322981038253,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,16,continuous,139,0.0,1.0,adjusted_boxplot_range,,,0.48193874999999997,0.92415625,-0.5006137848864498,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,17,continuous,152,0.0,1.0,adjusted_boxplot_range,,,0.41177125,0.55917625,-0.027908679141693198,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,18,continuous,144,0.0,1.0,adjusted_boxplot_range,,,0.49689625000000004,0.92267875,-0.49683453443969106,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,19,continuous,153,0.0,1.0,adjusted_boxplot_range,,,0.36162374999999997,0.5734187500000001,-0.15225308862386663,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,20,continuous,141,0.03191,1.0,adjusted_boxplot_range,,,0.51124125,0.93394875,-0.4463121122415418,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,21,continuous,149,0.0,1.0,adjusted_boxplot_range,,,0.3645325,0.568455,-0.17569319690697505,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,22,continuous,143,0.0,1.0,adjusted_boxplot_range,,,0.608145,0.9214325,-0.3827972629003991,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,23,continuous,150,0.0,1.0,adjusted_boxplot_range,,,0.34662375,0.57780375,-0.19805385188354757,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,24,continuous,148,0.0,1.0,adjusted_boxplot_range,,,0.5936512500000001,0.91401875,-0.3660790937775253,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,25,continuous,154,0.0,1.0,adjusted_boxplot_range,,,0.3788225,0.5668175,-0.1513858716989031,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,26,continuous,144,0.0,1.0,adjusted_boxplot_range,,,0.5931249999999999,0.9078587499999999,-0.13603774741099395,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,27,continuous,149,0.0,1.0,adjusted_boxplot_range,,,0.3807875,0.5691237499999999,-0.17104668674698822,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,28,continuous,141,0.0,1.0,adjusted_boxplot_range,,,0.6016425,0.90262625,-0.2320750662560003,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,29,continuous,151,0.030235,1.0,adjusted_boxplot_range,,,0.37720750000000003,0.58349375,-0.12983494707269327,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,30,continuous,142,0.040485,1.0,adjusted_boxplot_range,,,0.5580225,0.8878075000000001,-0.2688582450956249,156,FULL_TRAIN,10000,adjusted_boxplot
18_Ionosphere,156,FULL_DATA_ONLY,31,continuous,151,0.025885,1.0,adjusted_boxplot_range,,,0.3781725,0.5856075000000001,-0.07642979643576076,156,FULL_TRAIN,10000,adjusted_boxplot
