dataset,n_train,effective_mc_regime,feature_index,feature_class,unique_count,min_train,max_train,range_strategy,range_l,range_u,q1,q3,medcouple,mc_n_used,mc_source,mc_export_n,param_strategy
35_SpamBase,1741,FULL_DATA_ONLY,16,continuous,87,0.0,3.57,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,17,continuous,123,0.0,7.69,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,18,continuous,408,0.0,18.75,adjusted_boxplot_range,,,0.0,2.19,0.37651821862348184,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,19,continuous,31,0.0,2.7,adjusted_boxplot_range,,,0.0,0.0,-1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,20,continuous,245,0.0,10.71,adjusted_boxplot_range,,,0.0,0.57,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,21,continuous,18,0.0,11.42,adjusted_boxplot_range,,,0.0,0.0,-1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,22,continuous,31,0.0,1.25,adjusted_boxplot_range,,,0.0,0.0,-1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,23,continuous,28,0.0,9.09,adjusted_boxplot_range,,,0.0,0.0,-1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,24,continuous,330,0.0,20.83,adjusted_boxplot_range,,,0.0,1.12,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,25,continuous,237,0.0,16.66,adjusted_boxplot_range,,,0.0,0.49,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,26,categorical_low_card,17,0.0,25.0,minmax,0.0,25.0,,,,0,NA,10000,fallback
35_SpamBase,1741,FULL_DATA_ONLY,27,continuous,163,0.0,5.88,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,28,continuous,132,0.0,14.28,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,29,categorical_low_card,7,0.0,6.0,minmax,0.0,6.0,,,,0,NA,10000,fallback
35_SpamBase,1741,FULL_DATA_ONLY,30,continuous,109,0.0,12.5,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,31,categorical_low_card,6,0.0,5.0,minmax,0.0,5.0,,,,0,NA,10000,fallback
35_SpamBase,1741,FULL_DATA_ONLY,32,continuous,127,0.0,18.18,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,33,continuous,85,0.0,4.76,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,34,continuous,147,0.0,5.88,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,35,continuous,134,0.0,7.69,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,36,continuous,171,0.0,6.89,adjusted_boxplot_range,,,0.0,0.19,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,37,continuous,29,0.0,7.4,adjusted_boxplot_range,,,0.0,0.0,-1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,38,categorical_low_card,7,0.0,9.0,minmax,0.0,9.0,,,,0,NA,10000,fallback
35_SpamBase,1741,FULL_DATA_ONLY,39,continuous,95,0.0,4.76,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,40,categorical_low_card,7,0.0,6.0,minmax,0.0,6.0,,,,0,NA,10000,fallback
35_SpamBase,1741,FULL_DATA_ONLY,41,continuous,144,0.0,14.28,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,42,continuous,116,0.0,3.57,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,43,continuous,120,0.0,16.66,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,44,continuous,199,0.0,14.28,adjusted_boxplot_range,,,0.0,0.46,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,45,continuous,184,0.0,16.7,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,46,categorical_low_card,3,0.0,2.0,minmax,0.0,2.0,,,,0,NA,10000,fallback
35_SpamBase,1741,FULL_DATA_ONLY,47,continuous,89,0.0,10.0,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,48,continuous,220,0.0,4.385,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,49,continuous,490,0.0,2.941,adjusted_boxplot_range,,,0.0,0.233,0.34586466165413543,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,50,continuous,169,0.0,2.777,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,51,continuous,328,0.0,32.478,adjusted_boxplot_range,,,0.0,0.045,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,52,continuous,131,0.0,2.038,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,53,continuous,125,0.0,7.407,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,54,continuous,987,1.0,251.0,adjusted_boxplot_range,,,1.45,2.643,0.2890262751159197,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,55,continuous,110,1.0,1488.0,adjusted_boxplot_range,,,5.0,19.0,0.3333333333333333,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,56,continuous,460,1.0,5902.0,adjusted_boxplot_range,,,25.0,155.0,0.4888888888888889,1741,FULL_TRAIN,10000,adjusted_boxplot
